Date,Time,Temperature,Humidity
21/02/2025,00:34:22,49,30.4
21/02/2025,00:34:29,44,26.3
21/02/2025,00:34:37,46,31.5
21/02/2025,00:34:50,41,31.3
21/02/2025,00:35:05,45,28.2
21/02/2025,00:35:11,47,33.4
21/02/2025,00:35:18,48,31.9
21/02/2025,00:35:26,50,33.6
21/02/2025,00:35:36,50,31.1
21/02/2025,00:35:41,43,27.6
21/02/2025,00:35:54,48,29.3
21/02/2025,00:36:05,45,30.2
21/02/2025,00:36:11,48,34.8
21/02/2025,00:36:18,50,32.1
21/02/2025,00:36:28,50,26.0
21/02/2025,00:36:34,42,32.1
21/02/2025,00:36:39,48,31.9
21/02/2025,00:36:54,46,30.2
21/02/2025,00:37:07,46,35.0
21/02/2025,00:37:12,46,30.8
21/02/2025,00:37:19,40,33.0
21/02/2025,00:37:30,43,31.1
21/02/2025,00:37:44,44,33.3
21/02/2025,00:37:56,41,31.8
21/02/2025,00:38:07,41,30.3
21/02/2025,00:38:13,45,30.6
21/02/2025,00:38:26,46,28.6
21/02/2025,00:38:34,40,26.4
21/02/2025,00:38:42,49,28.3
21/02/2025,00:38:47,44,30.7
21/02/2025,00:38:52,40,31.4
21/02/2025,00:39:01,48,34.1
21/02/2025,00:39:14,47,34.1
21/02/2025,00:39:28,50,34.7
21/02/2025,00:39:43,41,29.7
21/02/2025,00:39:55,46,27.6
21/02/2025,00:40:05,40,29.8
21/02/2025,00:40:18,46,30.8
21/02/2025,00:40:27,48,29.3
21/02/2025,00:40:38,42,32.8
21/02/2025,00:40:44,42,26.9
21/02/2025,00:40:49,49,31.6
21/02/2025,00:40:56,48,29.0
21/02/2025,00:41:02,47,33.3
21/02/2025,00:41:11,41,28.8
21/02/2025,00:41:16,49,31.5
21/02/2025,00:41:30,50,25.6
21/02/2025,00:41:43,47,27.3
21/02/2025,00:41:54,48,34.1
21/02/2025,00:42:00,44,29.0
21/02/2025,00:42:09,45,34.0
21/02/2025,00:42:19,47,27.4
21/02/2025,00:42:28,49,25.8
21/02/2025,00:42:38,49,32.5
21/02/2025,00:42:49,47,26.6
21/02/2025,00:42:59,44,34.3
21/02/2025,00:43:07,46,31.9
21/02/2025,00:43:18,40,28.4
21/02/2025,00:43:26,47,28.3
21/02/2025,00:43:36,50,25.1
21/02/2025,00:43:44,49,27.7
21/02/2025,00:43:54,47,34.5
21/02/2025,00:44:03,41,28.5
21/02/2025,00:44:10,50,29.0
21/02/2025,00:44:24,41,26.9
21/02/2025,00:44:33,48,27.4
21/02/2025,00:44:45,41,33.6
21/02/2025,00:44:53,44,29.3
21/02/2025,00:44:59,48,30.2
21/02/2025,00:45:13,49,32.3
21/02/2025,00:45:28,44,30.4
21/02/2025,00:45:43,40,33.9
21/02/2025,00:45:52,45,25.2
21/02/2025,00:45:58,44,29.1
21/02/2025,00:46:06,41,27.7
21/02/2025,00:46:13,43,28.7
21/02/2025,00:46:20,43,25.9
21/02/2025,00:46:35,45,25.9
21/02/2025,00:46:49,48,25.4
21/02/2025,00:46:59,41,29.9
21/02/2025,00:47:06,46,30.6
21/02/2025,00:47:19,50,28.0
21/02/2025,00:47:31,44,30.4
21/02/2025,00:47:39,47,32.1
21/02/2025,00:47:54,45,30.5
21/02/2025,00:48:03,42,34.7
21/02/2025,00:48:12,44,34.9
21/02/2025,00:48:17,41,29.0
21/02/2025,00:48:27,41,29.3
21/02/2025,00:48:32,43,34.6
21/02/2025,00:48:40,42,34.0
21/02/2025,00:48:49,45,25.3
21/02/2025,00:49:03,41,33.3
21/02/2025,00:49:10,43,34.8
21/02/2025,00:49:20,50,26.0
21/02/2025,00:49:35,40,34.0
21/02/2025,00:49:40,49,29.4
21/02/2025,00:49:49,44,30.9
21/02/2025,00:49:55,42,27.2
21/02/2025,00:50:00,40,25.3
21/02/2025,00:50:08,45,30.0
21/02/2025,00:50:17,42,30.6
21/02/2025,00:50:30,41,33.4
21/02/2025,00:50:38,40,33.8
21/02/2025,00:50:47,41,28.2
21/02/2025,00:50:57,40,30.7
21/02/2025,00:51:10,44,30.2
21/02/2025,00:51:15,40,32.6
21/02/2025,00:51:24,49,34.7
21/02/2025,00:51:37,40,26.4
21/02/2025,00:51:51,44,26.6
21/02/2025,00:51:58,45,30.6
21/02/2025,00:52:03,50,27.9
21/02/2025,00:52:14,45,27.1
21/02/2025,00:52:23,45,32.4
21/02/2025,00:52:38,41,32.5
21/02/2025,00:52:51,48,29.6
21/02/2025,00:53:02,42,28.5
21/02/2025,00:53:07,46,25.1
21/02/2025,00:53:17,47,29.3
21/02/2025,00:53:27,40,29.1
21/02/2025,00:53:40,45,29.5
21/02/2025,00:53:52,48,29.6
21/02/2025,00:53:57,42,33.9
21/02/2025,00:54:03,49,30.6
21/02/2025,00:54:13,43,28.2
21/02/2025,00:54:27,50,28.9
21/02/2025,00:54:42,40,34.4
21/02/2025,00:54:50,49,32.8
21/02/2025,00:55:02,45,33.3
21/02/2025,00:55:10,50,34.1
21/02/2025,00:55:22,48,30.7
21/02/2025,00:55:28,45,29.7
21/02/2025,00:55:34,40,30.5
21/02/2025,00:55:48,50,27.9
21/02/2025,00:55:53,43,25.0
21/02/2025,00:56:02,40,32.8
21/02/2025,00:56:14,45,29.1
21/02/2025,00:56:20,44,32.9
21/02/2025,00:56:33,49,29.8
21/02/2025,00:56:38,47,30.2
21/02/2025,00:56:43,44,30.9
21/02/2025,00:56:55,50,28.6
21/02/2025,00:57:06,43,26.9
21/02/2025,00:57:12,45,25.8
21/02/2025,00:57:26,44,31.1
21/02/2025,00:57:34,48,34.2
21/02/2025,00:57:46,45,29.7
21/02/2025,00:57:57,43,34.4
21/02/2025,00:58:07,44,33.8
21/02/2025,00:58:18,47,30.3
21/02/2025,00:58:29,48,25.1
21/02/2025,00:58:44,47,25.2
21/02/2025,00:58:57,41,34.8
21/02/2025,00:59:08,47,26.9
21/02/2025,00:59:14,42,34.8
21/02/2025,00:59:29,45,27.7
21/02/2025,00:59:38,41,33.2
21/02/2025,00:59:51,44,27.8
21/02/2025,01:00:04,44,32.4
21/02/2025,01:00:11,48,32.0
21/02/2025,01:00:23,47,27.5
21/02/2025,01:00:38,49,29.1
21/02/2025,01:00:51,48,30.3
21/02/2025,01:01:00,49,31.6
21/02/2025,01:01:11,47,33.4
21/02/2025,01:01:22,42,32.2
21/02/2025,01:01:29,42,27.6
21/02/2025,01:01:35,41,31.5
21/02/2025,01:01:48,48,31.2
21/02/2025,01:02:03,48,27.2
21/02/2025,01:02:13,48,26.6
21/02/2025,01:02:21,47,27.7
21/02/2025,01:02:26,48,27.9
21/02/2025,01:02:34,47,28.7
21/02/2025,01:02:46,47,29.0
21/02/2025,01:02:55,49,28.2
21/02/2025,01:03:00,50,30.3
21/02/2025,01:03:15,49,31.6
21/02/2025,01:03:25,43,30.5
21/02/2025,01:03:40,49,29.7
21/02/2025,01:03:55,50,32.2
21/02/2025,01:04:00,42,30.5
21/02/2025,01:04:13,46,27.9
21/02/2025,01:04:27,47,26.5
21/02/2025,01:04:41,42,30.2
21/02/2025,01:04:51,42,28.9
21/02/2025,01:05:00,48,29.7
21/02/2025,01:05:10,42,30.6
21/02/2025,01:05:21,49,27.0
21/02/2025,01:05:31,44,35.0
21/02/2025,01:05:36,43,34.1
21/02/2025,01:05:43,42,34.8
21/02/2025,01:05:53,42,25.4
21/02/2025,01:06:00,43,29.6
21/02/2025,01:06:06,41,25.5
21/02/2025,01:06:17,42,30.4
21/02/2025,01:06:32,42,28.3
21/02/2025,01:06:40,44,26.6
21/02/2025,01:06:53,44,33.1
21/02/2025,01:06:59,41,30.4
21/02/2025,01:07:14,43,27.9
21/02/2025,01:07:28,48,33.5
21/02/2025,01:07:33,41,28.9
21/02/2025,01:07:41,48,27.9
21/02/2025,01:07:50,48,25.3
21/02/2025,01:07:56,49,28.3
21/02/2025,01:08:03,45,34.7
21/02/2025,01:08:11,47,29.2
21/02/2025,01:08:19,45,31.4
21/02/2025,01:08:33,43,25.2
21/02/2025,01:08:42,47,31.5
21/02/2025,01:08:53,45,33.6
21/02/2025,01:09:03,46,28.4
21/02/2025,01:09:15,44,30.9
21/02/2025,01:09:26,40,31.2
21/02/2025,01:09:41,40,30.2
21/02/2025,01:09:54,41,29.0
21/02/2025,01:10:09,44,32.9
21/02/2025,01:10:17,43,33.8
21/02/2025,01:10:32,47,27.8
21/02/2025,01:10:42,44,26.0
21/02/2025,01:10:54,41,30.1
21/02/2025,01:11:08,43,27.3
21/02/2025,01:11:15,45,26.4
21/02/2025,01:11:29,44,31.6
21/02/2025,01:11:37,44,34.9
21/02/2025,01:11:43,43,27.5
21/02/2025,01:11:52,49,30.9
21/02/2025,01:11:59,41,32.3
21/02/2025,01:12:06,47,25.1
21/02/2025,01:12:19,42,29.7
21/02/2025,01:12:33,48,28.8
21/02/2025,01:12:46,46,27.0
21/02/2025,01:12:59,43,26.4
21/02/2025,01:13:11,48,25.1
21/02/2025,01:13:17,50,27.0
21/02/2025,01:13:30,50,27.9
21/02/2025,01:13:45,42,27.8
21/02/2025,01:13:50,45,25.1
21/02/2025,01:13:57,41,34.2
21/02/2025,01:14:12,44,28.1
21/02/2025,01:14:24,46,31.8
21/02/2025,01:14:34,42,25.9
21/02/2025,01:14:48,42,32.5
21/02/2025,01:14:58,49,35.0
21/02/2025,01:15:10,45,34.8
21/02/2025,01:15:19,50,30.1
21/02/2025,01:15:26,41,29.1
21/02/2025,01:15:39,50,33.5
21/02/2025,01:15:45,43,29.7
21/02/2025,01:15:56,41,25.4
21/02/2025,01:16:08,44,31.8
21/02/2025,01:16:20,46,33.6
21/02/2025,01:16:29,48,27.9
21/02/2025,01:16:41,43,31.3
21/02/2025,01:16:55,46,29.1
21/02/2025,01:17:07,50,34.1
21/02/2025,01:17:13,47,30.0
21/02/2025,01:17:22,48,28.2
21/02/2025,01:17:33,41,30.3
21/02/2025,01:17:47,47,29.6
21/02/2025,01:17:59,43,32.1
21/02/2025,01:18:10,43,33.0
21/02/2025,01:18:20,40,29.6
